id,birthdate,department,sex,panel,speed_test_average,leave_date,leave_reason
15336,1968-05-01,56,F,2,2682975,,
15337,1957-01-01,22,F,2,0,2017-01-03,exit
15338,1948-03-01,35,M,2,3348980,,
15339,1943-06-01,76,M,2,4586257,,
15340,1955-07-01,87,M,2,0,2017-03-22,exclusion
15341,1958-06-01,87,F,2,956502,,
15342,1984-09-01,76,M,2,3065313,,
15343,1961-10-01,62,M,2,934741,,
15344,1961-04-01,64,M,2,2735656,,
15345,1996-01-01,86,F,2,3730909,,
15346,1996-02-01,86,F,2,0,2017-06-26,exclusion
15347,1944-03-01,22,F,2,7362344,2017-03-23,exit
15348,1970-08-01,29,F,2,2234059,,
15349,1990-02-01,94,M,2,1815581,2018-03-28,exit
15350,1981-10-01,39,M,2,0,2017-03-22,exclusion
15351,1963-09-01,02,F,2,3320205,,
15352,1966-09-01,12,M,2,2654620,,
15353,1976-04-01,86,F,2,3315734,,
15354,1981-01-01,88,F,2,3875077,,
15355,1966-07-01,11,F,2,3202828,,
15356,1972-12-01,44,F,2,3969425,,
15357,1969-02-01,73,F,2,2965079,,
15358,1957-02-01,21,F,2,4838996,,
15359,1976-11-01,49,F,2,3646434,,
15360,1942-12-01,41,F,2,1707391,,
15361,1974-03-01,53,M,2,3691079,,
15362,1960-02-01,50,F,2,3957717,,
15363,1951-03-01,50,F,2,2809035,,
15364,1959-01-01,77,F,2,4973369,,
15365,1971-05-01,62,F,2,2738437,,
15366,1956-11-01,50,M,2,2966231,,
15367,1956-11-01,56,F,2,1253602,2018-02-20,exit
15368,1985-02-01,56,F,2,0,2017-04-12,exit
15369,1958-02-01,56,F,2,3271518,,
15370,1991-08-01,56,F,2,3193448,2018-01-26,exit
15371,1965-01-01,42,M,2,0,2016-12-02,exit
15372,1967-07-01,15,F,2,2849322,,
15373,1986-09-01,79,M,2,3895910,,
15374,1947-03-01,94,M,2,4329452,,
15375,1943-12-01,83,F,2,1859005,,
15376,1971-05-01,69,F,2,3897753,,
15377,1983-08-01,69,M,2,1150864,2018-08-28,exclusion
15378,1981-01-01,69,F,2,4260538,,
15379,1973-11-01,69,M,2,4308248,,
15380,1967-11-01,69,F,2,3414531,,
15381,1984-01-01,35,M,2,1780709,,
15382,1955-01-01,76,F,2,2884322,,
15383,1966-12-01,13,F,2,3789027,,
15384,1980-03-01,48,F,2,0,2016-11-03,exclusion
15385,1937-02-01,46,M,2,3009235,,
15386,1959-09-01,66,M,2,2345499,,
15387,1979-01-01,66,M,2,939114,,
15388,1953-07-01,56,F,2,1427335,,
15389,1959-11-01,59,F,2,0,2017-05-22,exclusion
15390,1962-05-01,39,M,2,2420571,,
15391,1956-03-01,39,F,2,2724234,2018-05-17,exit
15392,1957-01-01,83,M,2,1903183,,
15393,1994-01-01,15,M,2,3273356,2018-07-09,exclusion
15394,1976-12-01,15,F,2,3765543,,
15395,1940-10-01,35,M,2,1733732,,
15396,1966-02-01,93,M,2,5819820,,
15397,1949-06-01,48,F,2,3088165,,
15398,1969-02-01,24,M,2,1266245,,
15399,1940-10-01,02,F,2,8610342,,
15400,1956-11-01,35,M,2,1196163,,
15401,1996-03-01,35,F,2,0,2017-10-17,exclusion
15402,1957-03-01,35,M,2,2692422,,
15403,1971-01-01,93,F,2,3982873,2019-07-24,exit
15404,1967-04-01,11,F,2,0,2017-05-22,exclusion
15405,1954-04-01,38,F,2,2641537,,
15406,1971-01-01,38,M,2,3939692,,
15407,1978-03-01,90,F,2,0,2016-03-16,exit
15408,1948-01-01,24,F,2,2209010,2019-08-05,exit
15409,1962-03-01,13,F,2,2668878,,
15410,1985-11-01,31,F,2,3948862,,
15411,1969-04-01,22,M,2,2317349,,
15412,1944-01-01,22,F,2,0,2016-03-23,exit
15413,1950-04-01,41,M,2,0,2016-03-31,exit
15414,1944-01-01,41,M,2,0,2016-12-20,exit
15415,1957-01-01,69,F,2,4757173,,
15416,1949-05-01,59,M,2,1943843,,
15417,1964-10-01,59,F,2,2512211,,
15418,1994-05-01,36,M,2,1814961,,
15419,1971-12-01,64,F,2,2434207,,
15420,1964-02-01,40,M,2,2601457,,
15421,1982-12-01,40,M,2,2302694,,
15422,1975-09-01,24,M,2,5000912,,
15423,1990-01-01,24,F,2,2585438,2018-06-13,exit
15424,1973-01-01,12,F,2,2231251,,
15425,1950-02-01,12,F,2,3323458,,
15426,1972-02-01,12,M,2,537663,,
15427,1967-06-01,66,M,2,2722026,,
15428,1971-05-01,88,F,2,4380706,2018-11-12,exclusion
15429,1969-02-01,88,M,2,3864722,,
15430,1983-02-01,79,F,2,4875572,,
15431,1961-06-01,59,F,2,3357240,,
15432,1962-06-01,86,F,2,1542913,,
15433,1952-03-01,56,F,2,3887912,,
15434,1956-10-01,69,M,2,3335609,,
15435,1958-03-01,92,F,2,4024416,,
15436,1973-03-01,92,M,2,0,2017-01-17,exit
15437,1995-01-01,92,F,2,4544082,,
15438,1945-12-01,92,M,2,0,2016-04-19,exit
15439,1966-02-01,15,M,2,1695133,,
15440,1975-09-01,66,M,2,1343200,,
15441,1974-01-01,14,F,2,3801073,,
15442,1963-11-01,01,F,2,6583350,2019-01-28,exit
15443,1988-05-01,34,F,2,0,2016-11-21,exit
15444,1993-12-01,31,F,2,3460846,,
15445,1968-08-01,82,M,2,3175944,,
15446,1968-01-01,64,F,2,2568016,,
15447,1985-12-01,64,M,2,2335834,,
15448,1940-02-01,74,F,2,2594273,,
15449,1972-03-01,74,M,2,961035,,
15450,1956-01-01,74,M,2,0,2016-06-08,exit
15451,1960-09-01,74,F,2,2661474,,
15452,1960-12-01,77,F,2,4157036,,
15453,1946-12-01,77,F,2,3653838,,
15454,1958-02-01,71,M,2,0,2016-04-22,exit
15455,1969-06-01,93,M,2,4739872,,
15456,1966-10-01,61,M,2,3316548,,
15457,1947-07-01,61,M,2,2426605,2018-03-15,exit
15458,1978-09-01,41,M,2,1505808,,
15459,1948-01-01,86,M,2,2643504,,
15460,1972-12-01,86,M,2,2314218,,
15461,1978-04-01,69,F,2,3828291,,
15462,1968-01-01,92,M,2,0,2016-03-23,exit
15463,1984-12-01,25,M,2,1492393,2018-08-28,exclusion
15464,1967-01-01,59,M,2,2829266,,
15465,1968-02-01,41,M,2,2414476,,
15466,1953-02-01,52,F,2,4539875,,
15467,1974-07-01,25,M,2,3401067,,
15468,1983-01-01,52,M,2,0,2017-03-22,exclusion
15469,1980-09-01,86,F,2,2077741,,
15470,1949-10-01,83,M,2,3338495,,
15471,1950-05-01,44,F,2,3296842,,
15472,1968-12-01,91,M,2,4804450,,
15473,1965-12-01,42,F,2,1963362,,
15474,1979-02-01,15,F,2,8440683,,
15475,1941-09-01,15,F,2,2624256,,
15476,1995-03-01,35,F,2,4253098,,
15477,1966-09-01,35,F,2,1676615,,
15478,1983-03-01,35,F,2,3072176,,
15479,1974-10-01,35,F,2,5531329,,
15480,1971-04-01,29,M,2,3071213,,
15481,1981-04-01,69,M,2,4107407,,
15482,1987-02-01,28,M,2,4690720,,
15483,1964-02-01,42,M,2,3269007,,
15484,1948-01-01,22,F,2,4128171,2017-07-27,exit
15485,1959-01-01,44,F,2,2675734,,
15486,1959-12-01,83,F,2,0,2016-06-27,exit
15487,1962-01-01,83,M,2,6204355,,
15488,1979-05-01,61,M,2,3170943,,
15489,1990-06-01,35,M,2,2017082,,
15490,1963-12-01,87,M,2,1150396,,
15491,1985-05-01,87,M,2,2833378,,
15492,1987-01-01,75,M,2,6042417,,
15493,1988-02-01,92,M,2,0,2017-03-22,exclusion
15494,1991-01-01,01,F,2,3950898,,
15495,1956-01-01,71,M,2,3090539,2019-01-02,exit
15496,1973-04-01,21,M,2,2599336,,
15497,1985-04-01,21,F,2,3588366,,
15498,1964-06-01,25,F,2,1374244,,
15499,1974-12-01,25,M,2,3974920,,
15500,1948-08-01,88,M,2,1728380,,
15501,1977-09-01,77,F,2,2117303,,
15502,1948-05-01,62,M,2,1546912,,
15503,1945-10-01,92,M,2,3060093,,
15504,1990-06-01,74,F,2,2474032,,
15505,1949-01-01,76,M,2,3003310,,
15506,1980-10-01,76,M,2,0,2017-03-22,exclusion
15507,1993-05-01,76,M,2,0,2016-09-22,exit
15508,1956-02-01,26,F,2,0,2016-10-20,exit
15509,1955-01-01,42,F,2,0,2017-03-22,exclusion
15510,1974-01-01,42,F,2,4356524,,
15511,1975-04-01,42,M,2,1515705,2018-10-15,exit
15512,1990-10-01,42,F,2,0,2016-10-14,res_conv
15513,1985-04-01,42,F,2,1878883,,
15514,1980-04-01,42,F,2,3062371,,
15515,1987-07-01,36,F,2,3887218,,
15516,1949-03-01,36,F,2,3301170,,
15517,1962-01-01,50,F,2,2009052,,
15518,1952-01-01,14,F,2,2348362,,
15519,1996-11-01,50,F,2,2595952,,
15520,1937-03-01,50,M,2,3424131,,
15521,1961-09-01,50,F,2,1283207,,
15522,1995-11-01,33,M,2,1187269,2018-05-31,exit
15523,1967-02-01,33,F,2,1706553,,
15524,1987-11-01,38,M,2,3034226,,
15525,1963-02-01,33,F,2,1822994,,
15526,1969-12-01,33,F,2,1824168,,
15527,1997-01-01,48,F,2,0,2017-11-10,exclusion
15528,1976-04-01,66,M,2,0,2016-09-21,exclusion
15529,1977-05-01,49,F,2,3089829,,
15530,1949-12-01,86,F,2,1393451,,
15531,1964-12-01,86,M,2,1068789,,
15532,1963-09-01,83,M,2,3432412,,
15533,1967-11-01,83,F,2,4680378,,
15534,1989-04-01,29,F,2,5744727,,
15535,1967-01-01,31,M,2,0,2017-02-27,exit
15536,1966-01-01,47,F,2,3903794,,
15537,1986-02-01,31,F,2,1161328,2018-11-12,exclusion
15538,1957-11-01,40,M,2,2739433,,
15539,1965-03-01,31,F,2,2762269,2019-03-08,exit
15540,1958-12-01,31,M,2,3386546,,
15541,1971-01-01,34,M,2,5245133,,
15542,1964-08-01,64,F,2,1294780,,
15543,1937-12-01,62,M,2,0,2016-10-26,exit
15544,1983-03-01,05,F,2,2503731,2018-04-19,exit
15545,1977-10-01,77,M,2,1760992,,
15546,1996-01-01,59,F,2,0,2017-03-10,exit
15547,1939-04-01,59,M,2,0,2016-04-14,exit
15548,1980-03-01,59,M,2,4452598,2019-01-21,exclusion
15549,1966-02-01,59,F,2,4261920,,
15550,1955-02-01,59,F,2,4908267,,
15551,1971-06-01,59,F,2,3331284,,
15552,1954-11-01,14,M,2,4451865,,
15553,1977-06-01,73,F,2,0,2017-05-05,exit
15554,1969-09-01,73,F,2,2637071,,
15555,1947-04-01,73,M,2,2484021,,
15556,1968-12-01,73,F,2,0,2017-10-17,exclusion
15557,1974-01-01,79,F,2,2917754,2019-01-11,exclusion
15558,1956-12-01,79,F,2,1355792,,
15559,1986-09-01,45,F,2,3280301,,
15560,1976-10-01,45,M,2,4116964,,
15561,1964-01-01,94,F,2,8549371,,
15562,1954-12-01,21,M,2,4575133,,
15563,1972-12-01,64,M,2,3790467,,
15564,1958-10-01,26,F,2,3472588,,
15565,1985-01-01,31,M,2,4129609,,
15566,1958-10-01,46,F,2,3127213,,
15567,1937-01-01,06,M,2,0,2017-03-22,exclusion
15568,1969-12-01,06,M,2,3675411,,
15569,1968-11-01,35,M,2,0,2016-04-07,exit
15570,1967-09-01,35,M,2,3432813,,
15571,1953-06-01,67,M,2,3801358,,
15572,1953-01-01,76,M,2,0,2017-03-22,exclusion
15573,1956-03-01,76,M,2,0,2017-09-05,exclusion
15574,1973-02-01,43,M,2,2341625,,
15575,1979-01-01,43,M,2,3259555,,
15576,1955-04-01,43,M,2,3708947,,
15577,1959-12-01,21,M,2,4148116,,
15578,1957-03-01,36,F,2,4330221,,
15579,1944-10-01,36,F,2,3067377,2018-01-25,exit
15580,1980-09-01,33,M,2,1348030,,
15581,1966-10-01,30,M,2,0,2017-03-22,exclusion
15582,1971-11-01,79,M,2,622268,,
15583,1959-04-01,43,F,2,4317796,,
15584,1946-01-01,77,M,2,4756164,,
15585,1972-03-01,77,M,2,3892379,,
15586,1965-12-01,59,F,2,2699128,,
15587,1967-05-01,62,F,2,2747130,,
15588,1974-02-01,60,M,2,4093064,,
15589,1975-10-01,86,M,2,1769390,,
15590,1975-02-01,86,M,2,1717109,,
15591,1972-11-01,69,F,2,4882371,,
15592,1954-04-01,30,F,2,3110246,,
15593,1953-01-01,32,F,2,3115431,,
15594,1947-06-01,30,M,2,0,2016-03-11,exit
15595,1954-03-01,84,F,2,3086663,,
15596,1948-01-01,84,M,2,2369910,,
15597,1942-08-01,11,M,2,0,2016-06-27,exit
15598,1959-03-01,48,F,2,2968364,,
15599,1987-04-01,33,M,2,0,2017-06-20,exit
15600,1968-01-01,33,F,2,4201888,,
15601,1954-04-01,33,F,2,3971393,,
15602,1972-09-01,31,F,2,5057557,,
15603,1959-02-01,31,F,2,4007217,,
15604,1939-01-01,82,M,2,0,2017-02-06,exit
15605,1975-01-01,92,F,2,3412091,,
15606,1958-04-01,60,F,2,3657948,,
15607,1966-07-01,60,F,2,4275551,,
15608,1972-01-01,33,F,2,4140638,,
15609,1948-06-01,24,F,2,0,2017-03-22,exclusion
15610,1950-10-01,37,M,2,2783255,,
15611,1985-07-01,37,F,2,3115528,2018-05-18,exit
15612,1967-06-01,37,M,2,6239477,,
15613,1955-01-01,33,M,2,3747705,,
15614,1960-06-01,25,F,2,2698471,,
15615,1946-12-01,25,F,2,4060887,,
15616,1964-11-01,25,M,2,2686245,,
15617,1983-08-01,50,F,2,2088165,,
15618,1992-09-01,53,F,2,1419767,,
15619,1968-03-01,35,M,2,1992682,,
15620,1982-06-01,92,F,2,4865788,,
15621,1982-02-01,92,F,2,4760101,,
15622,1985-02-01,59,M,2,0,2017-03-22,exclusion
15623,1972-04-01,59,F,2,4059769,2019-08-27,exit
15624,1977-09-01,35,F,2,2675137,,
15625,1954-01-01,29,M,2,3870414,,
15626,1968-02-01,29,M,2,2866578,,
15627,1982-05-01,26,F,2,2584235,,
15628,1947-12-01,21,M,2,2378789,,
15629,1974-03-01,74,F,2,0,2017-03-14,exit
15630,1971-05-01,74,F,2,2669772,,
15631,1943-01-01,85,M,2,2545118,,
15632,1947-02-01,85,F,2,2399293,,
15633,1957-01-01,85,F,2,2784583,,
15634,1991-06-01,44,F,2,3003111,,
15635,1958-02-01,26,F,2,2440314,,
15636,1949-12-01,56,F,2,2470171,,
15637,1969-12-01,56,F,2,0,2017-01-12,exit
15638,1988-04-01,56,M,2,4953183,,
15639,1954-02-01,35,M,2,3514431,,
15640,1967-03-01,62,F,2,4281906,2019-02-06,exit
15641,1995-03-01,62,F,2,2301616,,
15642,1989-04-01,76,M,2,3830798,,
15643,1979-04-01,92,M,2,4368944,2019-05-21,exclusion
15644,1975-11-01,94,M,2,4848675,,
15645,1947-01-01,15,M,2,3183807,,
15646,1990-12-01,23,M,2,0,2017-03-22,exclusion
15647,1944-08-01,74,M,2,883227,,
15648,1952-12-01,50,M,2,1284155,,
15649,1962-02-01,53,M,2,3326030,2018-08-28,exclusion
15650,1960-12-01,92,F,2,2270542,,
15651,1964-11-01,33,M,2,3485174,,
15652,1970-04-01,33,M,2,4508750,,
15653,1990-11-01,33,F,2,2777422,,
15654,1968-04-01,92,F,2,2035274,2017-12-18,exit
15655,1956-01-01,22,F,2,2419788,,
15656,1987-12-01,50,F,2,3203336,,
15657,1964-07-01,86,F,2,3600045,,
15658,1985-02-01,59,M,2,1692204,2018-08-28,exclusion
15659,1969-11-01,15,F,2,2922856,,
15660,1964-02-01,92,M,2,3040932,,
15661,1966-01-01,78,M,2,8014809,2017-06-26,exit
15662,1970-11-01,92,M,2,4977506,,
15663,1978-03-01,92,F,2,1294136,,
15664,1976-04-01,13,F,2,4067978,,
15665,1964-02-01,52,M,2,3930031,,
15666,1993-12-01,52,F,2,0,2017-07-07,exit
15667,1967-10-01,57,F,2,1543672,,
15668,1975-09-01,42,M,2,4905816,2017-09-21,exit
15669,1992-08-01,01,F,2,1641751,,
15670,1972-01-01,01,F,2,7383881,2018-07-09,exclusion
15671,1953-08-01,72,M,2,3887392,,
15672,1997-01-01,94,M,2,4321189,,
15673,1951-01-01,94,F,2,2478626,,
15674,1969-10-01,86,F,2,2584471,,
15675,1970-01-01,63,F,2,3530167,2017-10-13,exit
15676,1943-10-01,38,M,2,4938019,,
15677,1963-02-01,38,M,2,2812266,,
15678,1971-01-01,67,M,2,5086911,,
15679,1973-02-01,78,F,2,2596150,,
15680,1960-05-01,57,F,2,3848295,,
15681,1981-02-01,33,M,2,4581787,,
15682,1951-03-01,02,M,2,5690891,,
15683,1964-11-01,78,F,2,3884077,,
15684,1952-09-01,78,M,2,6039194,,
15685,1994-02-01,37,F,2,0,2016-03-16,exit
15686,1968-03-01,37,F,2,3170459,,
15687,1984-01-01,93,F,2,4467105,,
15688,1977-04-01,22,F,2,2737217,,
15689,1956-12-01,85,M,2,2509360,,
15690,1982-05-01,26,F,2,3883711,2019-06-11,exit
15691,1973-10-01,26,F,2,1960270,,
15692,1983-05-01,35,M,2,0,2017-03-22,exclusion
15693,1972-02-01,62,M,2,3549692,,
15694,1969-01-01,79,M,2,3355759,,
15695,1978-12-01,57,M,2,980658,2017-11-15,exit
15696,1950-01-01,68,M,2,0,2016-03-16,exit
15697,1959-05-01,35,F,2,3212471,,
15698,1996-02-01,56,F,2,2275861,,
15699,1981-09-01,35,F,2,0,2016-04-13,exit
15700,1976-01-01,49,F,2,3511325,,
15701,1980-03-01,49,F,2,3758528,,
15702,1952-01-01,49,F,2,4055564,,
15703,1964-08-01,11,F,2,3653822,,
15704,1959-07-01,59,F,2,3593163,,
15705,1957-02-01,24,F,2,3092367,,
15706,1970-03-01,37,M,2,4084738,,
15707,1981-01-01,37,F,2,4066534,,
15708,1979-01-01,72,M,2,7993559,2018-03-21,exclusion
15709,1978-12-01,79,F,2,1243322,,
15710,1941-04-01,15,F,2,3002369,,
15711,1988-03-01,13,F,2,4922416,,
15712,1968-12-01,77,M,2,6981142,,
15713,1972-08-01,42,M,2,4088539,,
15714,1955-01-01,43,M,2,2639949,,
15715,1961-05-01,01,F,2,6454348,,
15716,1951-06-01,63,F,2,6158074,,
15717,1981-04-01,33,M,2,3675691,2018-03-21,exclusion
15718,1990-02-01,08,F,2,3208455,,
15719,1947-06-01,08,F,2,4959648,,
15720,1969-09-01,13,F,2,4018424,,
15721,1961-04-01,59,M,2,3567205,,
15722,1993-01-01,69,F,2,3438258,2018-07-30,exit
15723,1981-09-01,64,F,2,0,2017-03-22,exclusion
15724,1968-07-01,66,F,2,1794957,,
15725,1957-12-01,23,F,2,3225152,,
15726,1978-07-01,15,F,2,2659905,,
15727,1953-12-01,72,M,2,3277366,,
15728,1948-01-01,21,F,2,1641298,2018-12-17,exit
15729,1936-07-01,21,F,2,1886850,,
15730,1968-01-01,86,F,2,3105573,,
15731,1972-03-01,69,F,2,3520960,2019-04-08,exclusion
15732,1990-03-01,38,M,2,5645821,2019-05-21,exclusion
15733,1979-07-01,74,F,2,6597197,2018-02-21,exit
15734,1959-11-01,29,F,2,3839301,2019-05-22,exit
15735,1989-03-01,80,F,2,2718094,,
15736,1962-08-01,80,F,2,5590483,2018-10-29,exit
15737,1939-08-01,80,F,2,4531814,,
15738,1962-06-01,60,F,2,3836743,,
15739,1952-03-01,33,F,2,2518678,,
15740,1960-12-01,33,F,2,3240947,,
15741,1968-05-01,33,M,2,1543059,,
15742,1976-05-01,33,F,2,4335965,,
15743,1996-09-01,29,F,2,2649214,2018-04-25,exclusion
15744,1961-02-01,40,F,2,2737799,,
15745,1962-04-01,33,M,2,3528453,,
15746,1958-04-01,33,M,2,3391872,,
15747,1977-03-01,34,M,2,2863429,,
15748,1996-11-01,94,M,2,5846490,2018-10-01,exit
15749,1971-06-01,57,F,2,2693726,,
15750,1987-10-01,88,M,2,2582922,,
15751,1969-01-01,88,F,2,3558942,,
15752,1958-02-01,88,M,2,0,2016-12-07,exit
15753,1960-10-01,88,M,2,0,2016-04-07,exit
15754,1958-03-01,59,M,2,3088620,,
15755,1970-04-01,78,F,2,0,2017-03-08,exit
15756,1976-05-01,39,F,2,3081874,,
15757,1990-04-01,18,F,2,4443762,,
15758,1983-02-01,83,M,2,0,2017-05-22,exclusion
15759,1943-10-01,83,M,2,2591753,,
15760,1989-01-01,46,F,2,2889131,,
15761,1996-01-01,92,F,2,0,2016-03-16,exit
15762,1979-04-01,50,F,2,998763,,
15763,1965-05-01,61,M,2,1848703,,
15764,1971-05-01,48,F,2,1810586,,
15765,1962-03-01,85,F,2,0,2017-03-22,exclusion
15766,1953-11-01,85,M,2,2502013,,
15767,1953-05-01,59,F,2,4576139,,
15768,1984-03-01,86,F,2,1927139,,
15769,1963-08-01,17,M,2,4301359,,
15770,1978-02-01,17,F,2,0,2017-03-22,exclusion
15771,1951-11-01,17,M,2,2241941,,
15772,1947-05-01,17,F,2,0,2016-04-25,exit
15773,1946-11-01,17,F,2,3409679,,
15774,1951-01-01,19,M,2,1546828,,
15775,1982-12-01,62,M,2,4956553,,
15776,1982-01-01,13,M,2,3707824,,
15777,1962-09-01,13,M,2,0,2017-03-22,exclusion
15778,1971-02-01,13,M,2,3757390,,
15779,1988-02-01,13,M,2,4396065,,
15780,1951-11-01,38,F,2,3009266,,
15781,1975-03-01,92,F,2,3479601,,
15782,1971-06-01,92,M,2,1895319,,
15783,1979-04-01,85,F,2,1876843,,
15784,1960-05-01,69,F,2,3614202,,
15785,1963-09-01,72,M,2,0,2017-01-11,exit
15786,1957-02-01,78,F,2,3827862,,
15787,1987-04-01,38,F,2,0,2017-11-10,exclusion
15788,1942-11-01,78,M,2,2168950,,
15789,1983-03-01,78,M,2,7579299,,
15790,1977-06-01,92,M,2,3457344,2019-01-02,exit
15791,1989-01-01,91,F,2,4305802,2017-12-14,exclusion
15792,1987-04-01,34,F,2,4381979,,
15793,1966-05-01,81,M,2,4546199,,
15794,1970-08-01,81,M,2,1859429,,
15795,1957-01-01,33,F,2,2344422,,
15796,1995-02-01,74,M,2,2786843,,
15797,1980-11-01,76,M,2,2846056,,
15798,1971-03-01,76,M,2,3206016,,
15799,1974-05-01,76,F,2,0,2017-03-22,exclusion
15800,1997-12-01,59,F,2,0,2017-10-17,exclusion
15801,1997-01-01,18,F,2,5248456,,
15802,1995-03-01,75,F,2,2201227,,
15803,1973-05-01,15,M,2,1916718,,
15804,1944-11-01,22,F,2,3117708,,
15805,1970-08-01,22,M,2,1184035,,
15806,1964-12-01,22,M,2,2409466,,
15807,1952-01-01,22,M,2,2709007,,
15808,1955-09-01,22,F,2,3237424,,
15809,1957-10-01,88,M,2,3494908,,
15810,1994-03-01,59,F,2,0,2016-10-14,res_conv
15811,1941-06-01,93,F,2,5078647,,
15812,1964-06-01,83,F,2,4950269,,
15813,1980-02-01,44,M,2,3370413,,
15814,1939-03-01,34,F,2,3891650,,
15815,1968-03-01,94,M,2,0,2017-01-02,exit
15816,1972-08-01,31,F,2,4749977,,
15817,1994-05-01,31,F,2,0,2017-03-22,exclusion
15818,1950-02-01,01,M,2,4989329,,
15819,1979-06-01,31,F,2,2688666,,
15820,1976-04-01,01,M,2,4665008,,
15821,1996-12-01,76,M,2,4212264,2019-01-02,exit
15822,1996-01-01,76,F,2,1833582,2019-04-08,exclusion
15823,1950-01-01,76,M,2,2418294,,
15824,1956-04-01,37,F,2,2045892,2017-12-18,exit
15825,1946-11-01,34,M,2,2977408,,
15826,1964-02-01,49,F,2,4203579,,
15827,1989-08-01,49,M,2,3957340,,
15828,1971-08-01,17,M,2,3101121,,
15829,1968-01-01,15,F,2,1573537,,
15830,1965-03-01,15,F,2,3261808,,
15831,1986-12-01,42,M,2,0,2016-04-27,exit
15832,1970-03-01,78,M,2,8700754,2018-01-10,exit
15833,1955-11-01,49,M,2,3018991,,
15834,1972-04-01,92,F,2,2420271,,
15835,1988-10-01,30,F,2,0,2016-09-21,exclusion
15836,1977-11-01,75,M,2,10628797,,
15837,1983-01-01,13,M,2,4247570,2019-03-04,exclusion
15838,1954-02-01,69,F,2,3010551,,
15839,1975-12-01,69,M,2,3750801,,
15840,1986-06-01,75,M,2,7560789,,
15841,1961-10-01,75,F,2,4694527,,
15842,1989-08-01,75,M,2,7703294,,
15843,1993-04-01,75,F,2,4411139,,
15844,1973-01-01,75,F,2,6193730,,
15845,1967-12-01,75,F,2,4259185,,
15846,1981-10-01,94,M,2,6657514,,
15847,1955-11-01,75,F,2,5373619,,
15848,1978-08-01,75,M,2,0,2017-03-22,exclusion
15849,1969-10-01,75,F,2,7176836,,
15850,1947-01-01,75,F,2,7501789,2019-01-24,exit
15851,1960-03-01,75,M,2,0,2016-09-16,exit
15852,1972-05-01,69,F,2,4337072,,
15853,1951-12-01,69,F,2,5686148,,
15854,1975-04-01,75,M,2,5733877,,
15855,1972-10-01,03,F,2,2547909,,
15856,1970-06-01,69,M,2,5371399,,
15857,1938-03-01,75,M,2,4775088,2018-05-30,exit
15858,1986-01-01,75,M,2,5759346,,
15859,1985-11-01,69,F,2,0,2017-05-22,exclusion
15860,1990-04-01,95,F,2,5483444,2018-12-20,exit
15861,1975-02-01,69,F,2,8635170,,
15862,1962-07-01,75,M,2,0,2017-03-22,exclusion
15863,1972-07-01,75,F,2,10088579,2017-11-15,exit
15864,1949-09-01,11,F,2,0,2017-03-22,exclusion
15865,1955-09-01,32,F,2,3149544,,
15866,1974-03-01,93,F,2,5885313,2018-01-08,exit
15867,1955-12-01,23,F,2,4491684,,
15868,1985-04-01,31,M,2,0,2017-05-22,exclusion
15869,1951-12-01,60,F,2,4239533,,
15870,1953-12-01,25,M,2,4785016,,
15871,1959-09-01,02,M,2,2839805,,
15872,1968-09-01,06,F,2,3224934,,
15873,1976-10-01,08,M,2,6544418,,
15874,1942-04-01,13,F,2,0,2016-05-10,exit
15875,1969-06-01,13,M,2,4363775,,
15876,1965-12-01,13,M,2,2502435,,
15877,1946-07-01,12,F,2,2373910,,
15878,1974-09-01,13,F,2,2142530,,
15879,1961-09-01,13,M,2,4526471,,
15880,1989-02-01,69,F,2,0,2017-01-31,exit
15881,1975-10-01,02,M,2,3294729,2018-01-04,exit
15882,1988-04-01,02,M,2,8326986,2018-04-25,exclusion
15883,1965-12-01,03,F,2,4891800,,
15884,1974-02-01,03,F,2,2634604,,
15885,1939-04-01,75,M,2,2335341,,
15886,1996-05-01,11,F,2,3567367,,
15887,1975-04-01,11,F,2,2316418,,
15888,1982-04-01,11,F,2,1922345,2018-05-29,exclusion
15889,1956-03-01,11,F,2,2625237,,
15890,1949-09-01,21,F,2,6154418,,
15891,1967-01-01,21,M,2,5697614,,
15892,1966-11-01,21,M,2,5011415,,
15893,1976-09-01,22,M,2,0,2017-10-17,exclusion
15894,1981-07-01,22,F,2,0,2017-03-02,exit
15895,1952-07-01,23,M,2,2049414,,
15896,1966-02-01,23,M,2,2364057,,
15897,1960-03-01,24,F,2,0,2016-06-10,exit
15898,1941-09-01,24,F,2,3311957,,
15899,1944-12-01,24,M,2,2517417,,
15900,1972-03-01,24,F,2,0,2017-04-18,exit
15901,1973-11-01,30,M,2,4007736,,
15902,1952-03-01,24,M,2,2604790,,
15903,1995-02-01,86,F,2,4416524,2019-03-04,exclusion
15904,1947-01-01,26,F,2,3291590,2019-06-06,exit
15905,1941-09-01,29,M,2,1535126,2018-07-09,exclusion
15906,1945-03-01,29,F,2,0,2016-03-23,exit
15907,1965-01-01,29,F,2,2896104,,
15908,1954-02-01,29,M,2,5407977,2017-07-06,exit
15909,1980-01-01,48,F,2,854313,,
15910,1980-12-01,30,F,2,1009947,2018-03-16,exit
15911,1967-12-01,30,M,2,0,2017-03-22,exclusion
15912,1945-05-01,30,M,2,957687,,
15913,1948-10-01,30,M,2,3325446,,
15914,1976-05-01,30,F,2,1167953,,
15915,1973-12-01,30,F,2,3758747,2017-07-12,exit
